participant_id,system_name,snippet_signature,Raw GitHub link,developer_position,PE gen,PE spec (java),Cyclomatic complexity,IMSQ (min),MIDQ (min),AEDQ (min),EAP (min),IMSQ (avg),MIDQ (avg),AEDQ (avg),EAP (avg),IMSQ (max),MIDQ (max),AEDQ (max),EAP (max),Readability,ITID (avg),NMI (avg),NMI (max),CIC (avg),CIC (max),CICsyn (avg),CICsyn (max),CR,NM (avg),NM (max),TC (avg),TC (min),TC (max),#assignments (avg),#blank lines (avg),#commas (avg),#comments (avg),#comparisons (avg),Identifiers length (avg),#conditionals (avg),Indentation length (avg),#keywords (avg),Line length (avg),#loops (avg),#identifiers (avg),#numbers (avg),#operators (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Identifiers length (max),Indentation length (max),#keywords (max),Line length (max),#identifiers (max),#numbers (max),org.antlr.v4.runtime.misc.Array2DHashSet.removeFast(T),#words (max),Entropy,Volume,LOC,#assignments (dft),#commas (dft),#comments (dft),#comparisons (dft),#conditionals (dft),Indentation length (dft),#keywords (dft),Line length (dft),#loops (dft),#identifiers (dft),#numbers (dft),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Comments (Visual X),Comments (Visual Y),Identifiers (Visual X),Identifiers (Visual Y),Keywords (Visual X),Keywords (Visual Y),Numbers (Visual X),Numbers (Visual Y),Strings (Visual X),Strings (Visual Y),Literals (Visual X),Literals (Visual Y),Operators (Visual X),Operators (Visual Y),Comments (area),Identifiers (area),Keywords (area),Numbers (area),Strings (area),Literals (area),Operators (area),Identifiers/comments (area),Keywords/comments (area),Numbers/comments (area),Strings/comments (area),Literals/comments (area),Operators/comments (area),Keywords/identifiers (area),Numbers/identifiers (area),Strings/identifiers (area),Literals/identifiers (area),Operators/literals (area),Numbers/keywords (area),Strings/keywords (area),Literals/keywords (area),Operators/keywords (area),Strings/numbers (area),Literals/numbers (area),Operators/numbers (area),Literals/strings (area),Operators/strings (area),Operators/literals (area),#aligned blocks,Extent of aligned blocks,#nested blocks (avg),#parameters,#statements,PBU,TNPU,AU,TAU
12,phoenix,"org.apache.phoenix.coprocessor.MetaDataEndpointImpl.doDropSchema(long,java.lang.String,byte[],java.util.List<org.apache.hadoop.hbase.client.Mutation>,java.util.List<org.apache.phoenix.hbase.index.util.ImmutableBytesPtr>)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/MetaDataEndpointImpl.java,professional developer,10,2,4,0.833333333,0,0,0.00015974,0.87191358,0.555555556,0.004690803,0.277836217,1,1,0.024841438,1,0.258783221,0.897777778,4.714285714,12,0.035555556,1,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,18.08571429,22,28,3,125,9,1,637,18,4.484444409,2058.32621,38,37,37,38,37,37,37,37,33,37,37,37,1,37,37,37,120,37,120,36.84297521,119.8684211,36.84297521,119.7368421,36.47933884,0,0,0,0,119.8684211,36.84297521,0.012275732,0.553824363,0.047686497,0.001416431,0,0,0.085930123,45.11538462,3.884615385,0.115384615,0,0,7,0.086104007,0.002557545,0,0,0.155157715,0.02970297,0,0,1.801980198,0,0,60.66666667,NA,NA,NA,32,33,3.5,5,23,0,NA,0,0
12,phoenix,org.apache.phoenix.flume.sink.PhoenixSink.process(),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/sink/PhoenixSink.java,professional developer,10,2,7,0.75,1,0,0,0.75,1,0.001849894,0.061222559,0.75,1,0.024841438,1,0.327948004,0.838709677,4.687179487,11,0.032258065,1,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,14.44927536,30,32,3,100,13,1,1021,17,4.065431924,2537.665601,70,69,69,70,69,69,69,69,55,69,69,69,69,66,67,69,100,69,99.98571429,68.84158416,99.85714286,68.77227723,98.94285714,68.53465347,99.95714286,68.87128713,0,0,99.87142857,68.73267327,0.006456513,0.410558299,0.042916825,0.00075959,0.08355488,0,0.088492214,63.58823529,6.647058824,0.117647059,12.94117647,0,13.70588235,0.10453284,0.001850139,0.203515264,0,0.215541166,0.017699115,1.946902655,0,2.061946903,110,0,116.5,0,1.059090909,NA,60,63,3.4,0,44,0,NA,0,0
14,phoenix,"org.apache.phoenix.expression.ModulusExpression.evaluate(org.apache.phoenix.schema.tuple.Tuple,org.apache.hadoop.hbase.io.ImmutableBytesWritable)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/expression/ModulusExpression.java,open source developer,3,3,3,0.5,0,0.001849894,0.000810109,0.626860119,0.375,0.001849894,0.000810109,0.875,1,0.001849894,0.000810109,0.527288437,0.795918367,4.582278481,10,0.479591837,2,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,10.07407407,22,16,3,119,8,1,315,12,4.402711552,1072.40958,31,26,25,31,27,27,1,20,28,1,25,25,27,24,27,16,118.9677419,29.64166667,118.9677419,29.73333333,119,29.53333333,119,29.5,0,0,0,0,118.8709677,29.65,0.117493473,0.480417755,0.064403829,0.002610966,0,0,0.098346388,4.088888889,0.548148148,0.022222222,0,0,0.837037037,0.134057971,0.005434783,0,0,0.204710145,0.040540541,0,0,1.527027027,0,0,37.66666667,NA,NA,NA,22,22,2,2,17,0,NA,0,0
22,phoenix,"org.apache.phoenix.expression.ModulusExpression.evaluate(org.apache.phoenix.schema.tuple.Tuple,org.apache.hadoop.hbase.io.ImmutableBytesWritable)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/expression/ModulusExpression.java,bachelor student,2,1,3,0.5,0,0.001849894,0.000810109,0.626860119,0.375,0.001849894,0.000810109,0.875,1,0.001849894,0.000810109,0.527288437,0.795918367,4.582278481,10,0.479591837,2,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,10.07407407,22,16,3,119,8,1,315,12,4.402711552,1072.40958,31,26,25,31,27,27,1,20,28,1,25,25,27,24,27,16,118.9677419,29.64166667,118.9677419,29.73333333,119,29.53333333,119,29.5,0,0,0,0,118.8709677,29.65,0.117493473,0.480417755,0.064403829,0.002610966,0,0,0.098346388,4.088888889,0.548148148,0.022222222,0,0,0.837037037,0.134057971,0.005434783,0,0,0.204710145,0.040540541,0,0,1.527027027,0,0,37.66666667,NA,NA,NA,22,22,2,2,17,0,NA,0,0
22,phoenix,org.apache.phoenix.mapreduce.AbstractBulkLoadTool.parseOptions(java.lang.String[]),https://raw.githubusercontent.com/ifwe/phoenix/0ca6c1e8d7bd9be2c2a72c41ad7e6fb6810a9b06/phoenix-core/src/main/java/org/apache/phoenix/mapreduce/CsvBulkLoadTool.java,bachelor student,2,1,4,0.75,0,0,0.000372806,0.916666667,0,0.003303383,0.002132878,1,0,0.009778013,0.003111493,0.53469938,0.842975207,4.311320755,10,0.388429752,2,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,12.03703704,21,20,2,95,9,1,377,11,4.486087257,1015.894114,40,34,34,40,1,34,29,34,34,1,33,34,34,34,34,28,93.4,39,95.95,38.79381443,96,38.73195876,96,39,95.95,38.79381443,0,0,95.9,38.69072165,0.169869331,0.365103766,0.044581091,0.00076864,0.100691776,0,0.082244427,2.149321267,0.262443439,0.004524887,0.592760181,0,0.484162896,0.122105263,0.002105263,0.275789474,0,0.225263158,0.017241379,2.25862069,0,1.844827586,131,0,107,0,0.816793893,NA,29,34,2,1,15,1,23,1,0.95257732
24,phoenix,"org.apache.phoenix.coprocessor.MetaDataEndpointImpl.doDropSchema(long,java.lang.String,byte[],java.util.List<org.apache.hadoop.hbase.client.Mutation>,java.util.List<org.apache.phoenix.hbase.index.util.ImmutableBytesPtr>)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/MetaDataEndpointImpl.java,bachelor student,2,1,4,0.833333333,0,0,0.00015974,0.87191358,0.555555556,0.004690803,0.277836217,1,1,0.024841438,1,0.258783221,0.897777778,4.714285714,12,0.035555556,1,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,18.08571429,22,28,3,125,9,1,637,18,4.484444409,2058.32621,38,37,37,38,37,37,37,37,33,37,37,37,1,37,37,37,120,37,120,36.84297521,119.8684211,36.84297521,119.7368421,36.47933884,0,0,0,0,119.8684211,36.84297521,0.012275732,0.553824363,0.047686497,0.001416431,0,0,0.085930123,45.11538462,3.884615385,0.115384615,0,0,7,0.086104007,0.002557545,0,0,0.155157715,0.02970297,0,0,1.801980198,0,0,60.66666667,NA,NA,NA,32,33,3.5,5,23,0,NA,0,0
24,phoenix,"org.apache.phoenix.expression.ModulusExpression.evaluate(org.apache.phoenix.schema.tuple.Tuple,org.apache.hadoop.hbase.io.ImmutableBytesWritable)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/expression/ModulusExpression.java,bachelor student,2,1,3,0.5,0,0.001849894,0.000810109,0.626860119,0.375,0.001849894,0.000810109,0.875,1,0.001849894,0.000810109,0.527288437,0.795918367,4.582278481,10,0.479591837,2,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,10.07407407,22,16,3,119,8,1,315,12,4.402711552,1072.40958,31,26,25,31,27,27,1,20,28,1,25,25,27,24,27,16,118.9677419,29.64166667,118.9677419,29.73333333,119,29.53333333,119,29.5,0,0,0,0,118.8709677,29.65,0.117493473,0.480417755,0.064403829,0.002610966,0,0,0.098346388,4.088888889,0.548148148,0.022222222,0,0,0.837037037,0.134057971,0.005434783,0,0,0.204710145,0.040540541,0,0,1.527027027,0,0,37.66666667,NA,NA,NA,22,22,2,2,17,0,NA,0,0
24,phoenix,org.apache.phoenix.flume.sink.PhoenixSink.process(),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/sink/PhoenixSink.java,bachelor student,2,1,7,0.75,1,0,0,0.75,1,0.001849894,0.061222559,0.75,1,0.024841438,1,0.327948004,0.838709677,4.687179487,11,0.032258065,1,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,14.44927536,30,32,3,100,13,1,1021,17,4.065431924,2537.665601,70,69,69,70,69,69,69,69,55,69,69,69,69,66,67,69,100,69,99.98571429,68.84158416,99.85714286,68.77227723,98.94285714,68.53465347,99.95714286,68.87128713,0,0,99.87142857,68.73267327,0.006456513,0.410558299,0.042916825,0.00075959,0.08355488,0,0.088492214,63.58823529,6.647058824,0.117647059,12.94117647,0,13.70588235,0.10453284,0.001850139,0.203515264,0,0.215541166,0.017699115,1.946902655,0,2.061946903,110,0,116.5,0,1.059090909,NA,60,63,3.4,0,44,1,10,0.666666667,0.652920962
24,phoenix,org.apache.phoenix.mapreduce.AbstractBulkLoadTool.parseOptions(java.lang.String[]),https://raw.githubusercontent.com/ifwe/phoenix/0ca6c1e8d7bd9be2c2a72c41ad7e6fb6810a9b06/phoenix-core/src/main/java/org/apache/phoenix/mapreduce/CsvBulkLoadTool.java,bachelor student,2,1,4,0.75,0,0,0.000372806,0.916666667,0,0.003303383,0.002132878,1,0,0.009778013,0.003111493,0.53469938,0.842975207,4.311320755,10,0.388429752,2,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,12.03703704,21,20,2,95,9,1,377,11,4.486087257,1015.894114,40,34,34,40,1,34,29,34,34,1,33,34,34,34,34,28,93.4,39,95.95,38.79381443,96,38.73195876,96,39,95.95,38.79381443,0,0,95.9,38.69072165,0.169869331,0.365103766,0.044581091,0.00076864,0.100691776,0,0.082244427,2.149321267,0.262443439,0.004524887,0.592760181,0,0.484162896,0.122105263,0.002105263,0.275789474,0,0.225263158,0.017241379,2.25862069,0,1.844827586,131,0,107,0,0.816793893,NA,29,34,2,1,15,1,9,0.666666667,0.654295533
25,phoenix,org.apache.phoenix.mapreduce.AbstractBulkLoadTool.parseOptions(java.lang.String[]),https://raw.githubusercontent.com/ifwe/phoenix/0ca6c1e8d7bd9be2c2a72c41ad7e6fb6810a9b06/phoenix-core/src/main/java/org/apache/phoenix/mapreduce/CsvBulkLoadTool.java,bachelor student,3,2,4,0.75,0,0,0.000372806,0.916666667,0,0.003303383,0.002132878,1,0,0.009778013,0.003111493,0.53469938,0.842975207,4.311320755,10,0.388429752,2,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,12.03703704,21,20,2,95,9,1,377,11,4.486087257,1015.894114,40,34,34,40,1,34,29,34,34,1,33,34,34,34,34,28,93.4,39,95.95,38.79381443,96,38.73195876,96,39,95.95,38.79381443,0,0,95.9,38.69072165,0.169869331,0.365103766,0.044581091,0.00076864,0.100691776,0,0.082244427,2.149321267,0.262443439,0.004524887,0.592760181,0,0.484162896,0.122105263,0.002105263,0.275789474,0,0.225263158,0.017241379,2.25862069,0,1.844827586,131,0,107,0,0.816793893,NA,29,34,2,1,15,0,NA,0,0
27,phoenix,org.apache.phoenix.flume.serializer.BaseEventSerializer.configure(org.apache.flume.Context),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/serializer/BaseEventSerializer.java,bachelor student,5,5,5,0.5,0,0,0.000235046,0.644301471,0.125,0.007447626,0.012518701,0.75,0.5,0.014799154,0.026952701,0.133943856,0.822147651,5.261044177,11,0,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,10.6875,28,16,2,161,17,0,559,16,4.86697493,2275.889077,49,49,48,49,1,49,49,49,48,49,48,1,1,45,49,48,0,0,160.9795918,47.7962963,160.8367347,47.88888889,0,0,160.9795918,47.91975309,0,0,160.877551,47.77777778,0,0.51734104,0.036746491,0,0.178364988,0,0.082163501,NA,NA,NA,NA,NA,NA,0.071029529,0,0.344772546,0,0.158818835,0,4.853932584,0,2.235955056,NA,NA,NA,0,0.460648148,NA,110,156,2.5,1,31,1,151,1,0.688659794
33,phoenix,"org.apache.phoenix.coprocessor.MetaDataEndpointImpl.doDropSchema(long,java.lang.String,byte[],java.util.List<org.apache.hadoop.hbase.client.Mutation>,java.util.List<org.apache.phoenix.hbase.index.util.ImmutableBytesPtr>)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/MetaDataEndpointImpl.java,bachelor student,4,1,4,0.833333333,0,0,0.00015974,0.87191358,0.555555556,0.004690803,0.277836217,1,1,0.024841438,1,0.258783221,0.897777778,4.714285714,12,0.035555556,1,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,18.08571429,22,28,3,125,9,1,637,18,4.484444409,2058.32621,38,37,37,38,37,37,37,37,33,37,37,37,1,37,37,37,120,37,120,36.84297521,119.8684211,36.84297521,119.7368421,36.47933884,0,0,0,0,119.8684211,36.84297521,0.012275732,0.553824363,0.047686497,0.001416431,0,0,0.085930123,45.11538462,3.884615385,0.115384615,0,0,7,0.086104007,0.002557545,0,0,0.155157715,0.02970297,0,0,1.801980198,0,0,60.66666667,NA,NA,NA,32,33,3.5,5,23,1,61,0.333333333,0.291408935
33,phoenix,org.apache.phoenix.flume.sink.PhoenixSink.process(),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/sink/PhoenixSink.java,bachelor student,4,1,7,0.75,1,0,0,0.75,1,0.001849894,0.061222559,0.75,1,0.024841438,1,0.327948004,0.838709677,4.687179487,11,0.032258065,1,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,14.44927536,30,32,3,100,13,1,1021,17,4.065431924,2537.665601,70,69,69,70,69,69,69,69,55,69,69,69,69,66,67,69,100,69,99.98571429,68.84158416,99.85714286,68.77227723,98.94285714,68.53465347,99.95714286,68.87128713,0,0,99.87142857,68.73267327,0.006456513,0.410558299,0.042916825,0.00075959,0.08355488,0,0.088492214,63.58823529,6.647058824,0.117647059,12.94117647,0,13.70588235,0.10453284,0.001850139,0.203515264,0,0.215541166,0.017699115,1.946902655,0,2.061946903,110,0,116.5,0,1.059090909,NA,60,63,3.4,0,44,1,58,1,0.880412371
33,phoenix,org.apache.phoenix.flume.serializer.BaseEventSerializer.configure(org.apache.flume.Context),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/serializer/BaseEventSerializer.java,bachelor student,4,1,5,0.5,0,0,0.000235046,0.644301471,0.125,0.007447626,0.012518701,0.75,0.5,0.014799154,0.026952701,0.133943856,0.822147651,5.261044177,11,0,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,10.6875,28,16,2,161,17,0,559,16,4.86697493,2275.889077,49,49,48,49,1,49,49,49,48,49,48,1,1,45,49,48,0,0,160.9795918,47.7962963,160.8367347,47.88888889,0,0,160.9795918,47.91975309,0,0,160.877551,47.77777778,0,0.51734104,0.036746491,0,0.178364988,0,0.082163501,NA,NA,NA,NA,NA,NA,0.071029529,0,0.344772546,0,0.158818835,0,4.853932584,0,2.235955056,NA,NA,NA,0,0.460648148,NA,110,156,2.5,1,31,1,85,0.333333333,0.274914089
34,phoenix,org.apache.phoenix.flume.serializer.BaseEventSerializer.configure(org.apache.flume.Context),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/serializer/BaseEventSerializer.java,bachelor student,4,4,5,0.5,0,0,0.000235046,0.644301471,0.125,0.007447626,0.012518701,0.75,0.5,0.014799154,0.026952701,0.133943856,0.822147651,5.261044177,11,0,0,3.882513661,24,0,7.372483221,38,0.266554252,0.074535599,0.778498944,0.244897959,0.020408163,0.244897959,0.020408163,0,8.457446809,0.083333333,9.125,0.479166667,51.41666667,0.041666667,3.916666667,0,0,1.142857143,0.979166667,10.6875,28,16,2,161,17,0,559,16,4.86697493,2275.889077,49,49,48,49,1,49,49,49,48,49,48,1,1,45,49,48,0,0,160.9795918,47.7962963,160.8367347,47.88888889,0,0,160.9795918,47.91975309,0,0,160.877551,47.77777778,0,0.51734104,0.036746491,0,0.178364988,0,0.082163501,NA,NA,NA,NA,NA,NA,0.071029529,0,0.344772546,0,0.158818835,0,4.853932584,0,2.235955056,NA,NA,NA,0,0.460648148,NA,110,156,2.5,1,31,0,NA,0,0
35,phoenix,org.apache.phoenix.mapreduce.AbstractBulkLoadTool.parseOptions(java.lang.String[]),https://raw.githubusercontent.com/ifwe/phoenix/0ca6c1e8d7bd9be2c2a72c41ad7e6fb6810a9b06/phoenix-core/src/main/java/org/apache/phoenix/mapreduce/CsvBulkLoadTool.java,bachelor student,3,1,4,0.75,0,0,0.000372806,0.916666667,0,0.003303383,0.002132878,1,0,0.009778013,0.003111493,0.53469938,0.842975207,4.311320755,10,0.388429752,2,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,12.03703704,21,20,2,95,9,1,377,11,4.486087257,1015.894114,40,34,34,40,1,34,29,34,34,1,33,34,34,34,34,28,93.4,39,95.95,38.79381443,96,38.73195876,96,39,95.95,38.79381443,0,0,95.9,38.69072165,0.169869331,0.365103766,0.044581091,0.00076864,0.100691776,0,0.082244427,2.149321267,0.262443439,0.004524887,0.592760181,0,0.484162896,0.122105263,0.002105263,0.275789474,0,0.225263158,0.017241379,2.25862069,0,1.844827586,131,0,107,0,0.816793893,NA,29,34,2,1,15,0,NA,0,0
35,phoenix,"org.apache.phoenix.coprocessor.MetaDataEndpointImpl.doDropSchema(long,java.lang.String,byte[],java.util.List<org.apache.hadoop.hbase.client.Mutation>,java.util.List<org.apache.phoenix.hbase.index.util.ImmutableBytesPtr>)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/MetaDataEndpointImpl.java,bachelor student,3,1,4,0.833333333,0,0,0.00015974,0.87191358,0.555555556,0.004690803,0.277836217,1,1,0.024841438,1,0.258783221,0.897777778,4.714285714,12,0.035555556,1,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,18.08571429,22,28,3,125,9,1,637,18,4.484444409,2058.32621,38,37,37,38,37,37,37,37,33,37,37,37,1,37,37,37,120,37,120,36.84297521,119.8684211,36.84297521,119.7368421,36.47933884,0,0,0,0,119.8684211,36.84297521,0.012275732,0.553824363,0.047686497,0.001416431,0,0,0.085930123,45.11538462,3.884615385,0.115384615,0,0,7,0.086104007,0.002557545,0,0,0.155157715,0.02970297,0,0,1.801980198,0,0,60.66666667,NA,NA,NA,32,33,3.5,5,23,0,NA,0,0
35,phoenix,org.apache.phoenix.flume.sink.PhoenixSink.process(),https://raw.githubusercontent.com/ifwe/phoenix/master/phoenix-flume/src/main/java/org/apache/phoenix/flume/sink/PhoenixSink.java,bachelor student,3,1,7,0.75,1,0,0,0.75,1,0.001849894,0.061222559,0.75,1,0.024841438,1,0.327948004,0.838709677,4.687179487,11,0.032258065,1,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,14.44927536,30,32,3,100,13,1,1021,17,4.065431924,2537.665601,70,69,69,70,69,69,69,69,55,69,69,69,69,66,67,69,100,69,99.98571429,68.84158416,99.85714286,68.77227723,98.94285714,68.53465347,99.95714286,68.87128713,0,0,99.87142857,68.73267327,0.006456513,0.410558299,0.042916825,0.00075959,0.08355488,0,0.088492214,63.58823529,6.647058824,0.117647059,12.94117647,0,13.70588235,0.10453284,0.001850139,0.203515264,0,0.215541166,0.017699115,1.946902655,0,2.061946903,110,0,116.5,0,1.059090909,NA,60,63,3.4,0,44,0,NA,0,0
35,phoenix,"org.apache.phoenix.expression.ModulusExpression.evaluate(org.apache.phoenix.schema.tuple.Tuple,org.apache.hadoop.hbase.io.ImmutableBytesWritable)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/expression/ModulusExpression.java,bachelor student,3,1,3,0.5,0,0.001849894,0.000810109,0.626860119,0.375,0.001849894,0.000810109,0.875,1,0.001849894,0.000810109,0.527288437,0.795918367,4.582278481,10,0.479591837,2,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,10.07407407,22,16,3,119,8,1,315,12,4.402711552,1072.40958,31,26,25,31,27,27,1,20,28,1,25,25,27,24,27,16,118.9677419,29.64166667,118.9677419,29.73333333,119,29.53333333,119,29.5,0,0,0,0,118.8709677,29.65,0.117493473,0.480417755,0.064403829,0.002610966,0,0,0.098346388,4.088888889,0.548148148,0.022222222,0,0,0.837037037,0.134057971,0.005434783,0,0,0.204710145,0.040540541,0,0,1.527027027,0,0,37.66666667,NA,NA,NA,22,22,2,2,17,1,18,0.333333333,0.320962199
39,phoenix,"org.apache.phoenix.coprocessor.MetaDataEndpointImpl.doDropSchema(long,java.lang.String,byte[],java.util.List<org.apache.hadoop.hbase.client.Mutation>,java.util.List<org.apache.phoenix.hbase.index.util.ImmutableBytesPtr>)",https://raw.githubusercontent.com/apache/phoenix/7987a74e6cea1103a028e128f98e2fb3c2252b82/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/MetaDataEndpointImpl.java,bachelor student,4,2,4,0.833333333,0,0,0.00015974,0.87191358,0.555555556,0.004690803,0.277836217,1,1,0.024841438,1,0.258783221,0.897777778,4.714285714,12,0.035555556,1,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,18.08571429,22,28,3,125,9,1,637,18,4.484444409,2058.32621,38,37,37,38,37,37,37,37,33,37,37,37,1,37,37,37,120,37,120,36.84297521,119.8684211,36.84297521,119.7368421,36.47933884,0,0,0,0,119.8684211,36.84297521,0.012275732,0.553824363,0.047686497,0.001416431,0,0,0.085930123,45.11538462,3.884615385,0.115384615,0,0,7,0.086104007,0.002557545,0,0,0.155157715,0.02970297,0,0,1.801980198,0,0,60.66666667,NA,NA,NA,32,33,3.5,5,23,1,284,0.333333333,0.13814433
